song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Boulevard of Broken Dreams,73,262333,0.00552,0.496,0.682,2.94E-05,8,0.0589,-4.095,1,0.0294,167.06,4,0.474
